YEAR|RACE|SEX|SITE|EVENT_TYPE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|POPULATION|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
2006|Black|Male and Female|Chronic Myeloid|Incidence|1.3|1.6|1.4|438|38022899|1.0|1.3|1.2
2006|Black|Male and Female|Chronic Myeloid|Mortality|0.3|0.5|0.4|127|39857107|0.3|0.4|0.3
2006-2010|Black|Male and Female|Chronic Myeloid|Incidence|1.4|1.5|1.4|2280|193411444|1.1|1.2|1.2
2006-2010|Black|Male and Female|Chronic Myeloid|Mortality|0.3|0.4|0.3|565|205188960|0.3|0.3|0.3
2007|Black|Male and Female|Chronic Myeloid|Incidence|1.3|1.5|1.4|453|40168672|1.0|1.2|1.1
2007|Black|Male and Female|Chronic Myeloid|Mortality|0.3|0.4|0.3|109|40451108|0.2|0.3|0.3
2008|Black|Male and Female|Chronic Myeloid|Incidence|1.3|1.6|1.4|492|40754415|1.1|1.3|1.2
2008|Black|Male and Female|Chronic Myeloid|Mortality|0.3|0.4|0.3|105|41048959|0.2|0.3|0.3
2009|Black|Male and Female|Chronic Myeloid|Incidence|1.2|1.5|1.4|475|41327700|1.0|1.3|1.1
2009|Black|Male and Female|Chronic Myeloid|Mortality|0.3|0.4|0.3|104|41632450|0.2|0.3|0.2
2010|Black|Male and Female|Chronic Myeloid|Incidence|1.3|1.6|1.4|500|41418775|1.1|1.3|1.2
2010|Black|Male and Female|Chronic Myeloid|Mortality|0.3|0.4|0.4|120|42199336|0.2|0.3|0.3
1999|Black|Male and Female|Colon and Rectum|Incidence|61.3|63.6|62.4|12214|29095797|41.2|42.7|42.0
1999|Black|Male and Female|Colon and Rectum|Mortality|27.8|29.2|28.5|6772|36173121|18.3|19.2|18.7
2000|Black|Male and Female|Colon and Rectum|Incidence|60.7|62.9|61.8|12984|30870633|41.3|42.8|42.1
2000|Black|Male and Female|Colon and Rectum|Mortality|27.5|28.8|28.2|6852|36728709|18.2|19.1|18.7
2001|Black|Male and Female|Colon and Rectum|Incidence|59.6|61.6|60.6|13875|33209571|41.1|42.5|41.8
2001|Black|Male and Female|Colon and Rectum|Mortality|27.1|28.4|27.7|6896|37249775|18.1|19.0|18.5
2002|Black|Male and Female|Colon and Rectum|Incidence|59.9|62.0|60.9|14120|33240128|41.8|43.2|42.5
2002|Black|Male and Female|Colon and Rectum|Mortality|26.4|27.7|27.1|6863|37748424|17.8|18.6|18.2
2003|Black|Male and Female|Colon and Rectum|Incidence|60.6|62.6|61.6|15581|35488969|43.2|44.6|43.9
2003|Black|Male and Female|Colon and Rectum|Mortality|26.0|27.3|26.6|6911|38209741|17.7|18.5|18.1
2004|Black|Male and Female|Colon and Rectum|Incidence|58.5|60.4|59.5|15946|36976337|42.5|43.8|43.1
2004|Black|Male and Female|Colon and Rectum|Mortality|24.4|25.6|25.0|6620|38738798|16.7|17.5|17.1
2005|Black|Male and Female|Colon and Rectum|Incidence|56.6|58.4|57.5|15900|37485070|41.8|43.1|42.4
2005|Black|Male and Female|Colon and Rectum|Mortality|24.5|25.7|25.1|6856|39280731|17.0|17.9|17.5
2006|Black|Male and Female|Colon and Rectum|Incidence|55.8|57.6|56.7|16184|38022899|41.9|43.2|42.6
2006|Black|Male and Female|Colon and Rectum|Mortality|23.8|25.0|24.4|6851|39857107|16.8|17.6|17.2
2006-2010|Black|Male and Female|Colon and Rectum|Incidence|52.6|53.3|52.9|79605|193411444|40.9|41.4|41.2
2006-2010|Black|Male and Female|Colon and Rectum|Mortality|22.6|23.1|22.8|34282|205188960|16.5|16.9|16.7
2007|Black|Male and Female|Colon and Rectum|Incidence|53.9|55.6|54.7|16816|40168672|41.2|42.5|41.9
2007|Black|Male and Female|Colon and Rectum|Mortality|23.0|24.1|23.6|6876|40451108|16.6|17.4|17.0
2008|Black|Male and Female|Colon and Rectum|Incidence|53.0|54.6|53.8|17010|40754415|41.1|42.4|41.7
2008|Black|Male and Female|Colon and Rectum|Mortality|22.3|23.4|22.8|6850|41048959|16.3|17.1|16.7
2009|Black|Male and Female|Colon and Rectum|Incidence|50.5|52.1|51.3|16829|41327700|40.1|41.3|40.7
2009|Black|Male and Female|Colon and Rectum|Mortality|21.4|22.4|21.9|6774|41632450|15.9|16.7|16.3
2010|Black|Male and Female|Colon and Rectum|Incidence|47.6|49.1|48.3|16190|41418775|38.5|39.7|39.1
2010|Black|Male and Female|Colon and Rectum|Mortality|21.0|22.0|21.5|6931|42199336|16.0|16.8|16.4
1999|Black|Male and Female|Colon excluding Rectum|Incidence|47.8|49.9|48.8|9480|29095797|31.9|33.2|32.6
1999|Black|Male and Female|Colon excluding Rectum|Mortality|24.5|25.8|25.1|5946|36173121|16.0|16.9|16.4
2000|Black|Male and Female|Colon excluding Rectum|Incidence|47.5|49.5|48.5|10092|30870633|32.1|33.3|32.7
2000|Black|Male and Female|Colon excluding Rectum|Mortality|24.1|25.4|24.7|5983|36728709|15.9|16.7|16.3
2001|Black|Male and Female|Colon excluding Rectum|Incidence|46.2|48.0|47.1|10659|33209571|31.5|32.7|32.1
2001|Black|Male and Female|Colon excluding Rectum|Mortality|23.7|24.9|24.3|6019|37249775|15.8|16.6|16.2
2002|Black|Male and Female|Colon excluding Rectum|Incidence|46.7|48.5|47.6|10906|33240128|32.2|33.4|32.8
2002|Black|Male and Female|Colon excluding Rectum|Mortality|23.0|24.2|23.6|5956|37748424|15.4|16.2|15.8
2003|Black|Male and Female|Colon excluding Rectum|Incidence|47.0|48.7|47.9|11965|35488969|33.1|34.3|33.7
2003|Black|Male and Female|Colon excluding Rectum|Mortality|22.6|23.8|23.2|5981|38209741|15.3|16.1|15.7
2004|Black|Male and Female|Colon excluding Rectum|Incidence|45.1|46.7|45.9|12176|36976337|32.3|33.5|32.9
2004|Black|Male and Female|Colon excluding Rectum|Mortality|21.2|22.3|21.7|5709|38738798|14.4|15.1|14.7
2005|Black|Male and Female|Colon excluding Rectum|Incidence|43.5|45.1|44.3|12089|37485070|31.7|32.8|32.3
2005|Black|Male and Female|Colon excluding Rectum|Mortality|21.2|22.3|21.7|5901|39280731|14.6|15.4|15.0
2006|Black|Male and Female|Colon excluding Rectum|Incidence|42.9|44.5|43.7|12286|38022899|31.7|32.9|32.3
2006|Black|Male and Female|Colon excluding Rectum|Mortality|20.4|21.5|20.9|5842|39857107|14.3|15.0|14.7
2006-2010|Black|Male and Female|Colon excluding Rectum|Incidence|40.0|40.7|40.3|59695|193411444|30.6|31.1|30.9
2006-2010|Black|Male and Female|Colon excluding Rectum|Mortality|19.1|19.6|19.4|28965|205188960|14.0|14.3|14.1
2007|Black|Male and Female|Colon excluding Rectum|Incidence|41.0|42.5|41.7|12614|40168672|30.9|32.0|31.4
2007|Black|Male and Female|Colon excluding Rectum|Mortality|19.7|20.7|20.2|5855|40451108|14.1|14.8|14.5
2008|Black|Male and Female|Colon excluding Rectum|Incidence|40.4|41.9|41.1|12800|40754415|30.9|32.0|31.4
2008|Black|Male and Female|Colon excluding Rectum|Mortality|18.9|19.9|19.4|5801|41048959|13.8|14.5|14.1
2009|Black|Male and Female|Colon excluding Rectum|Incidence|38.1|39.5|38.8|12530|41327700|29.8|30.9|30.3
2009|Black|Male and Female|Colon excluding Rectum|Mortality|18.1|19.1|18.6|5717|41632450|13.4|14.1|13.7
2010|Black|Male and Female|Colon excluding Rectum|Incidence|35.8|37.2|36.5|12027|41418775|28.5|29.6|29.0
2010|Black|Male and Female|Colon excluding Rectum|Mortality|17.5|18.5|18.0|5750|42199336|13.3|14.0|13.6
1999|Black|Male and Female|Corpus|Incidence|17.0|18.5|17.8|2111|15244886|13.3|14.5|13.8
1999|Black|Male and Female|Corpus|Mortality|2.8|3.4|3.1|440|18978030|2.1|2.5|2.3
2000|Black|Male and Female|Corpus|Incidence|17.3|18.8|18.0|2304|16172431|13.7|14.8|14.2
2000|Black|Male and Female|Corpus|Mortality|2.9|3.5|3.2|467|19252974|2.2|2.7|2.4
2001|Black|Male and Female|Corpus|Incidence|18.3|19.7|19.0|2639|17391752|14.6|15.8|15.2
2001|Black|Male and Female|Corpus|Mortality|2.6|3.2|2.9|431|19515524|2.0|2.4|2.2
2002|Black|Male and Female|Corpus|Incidence|18.3|19.7|19.0|2676|17399413|14.8|16.0|15.4
2002|Black|Male and Female|Corpus|Mortality|3.0|3.5|3.2|493|19770726|2.3|2.7|2.5
2003|Black|Male and Female|Corpus|Incidence|18.1|19.5|18.8|2856|18595410|14.8|15.9|15.4
2003|Black|Male and Female|Corpus|Mortality|3.0|3.6|3.3|507|20015421|2.3|2.8|2.5
2004|Black|Male and Female|Corpus|Incidence|19.1|20.5|19.8|3189|19364831|15.9|17.0|16.5
2004|Black|Male and Female|Corpus|Mortality|2.6|3.2|2.9|461|20277329|2.1|2.5|2.3
2005|Black|Male and Female|Corpus|Incidence|19.0|20.4|19.7|3256|19621613|16.0|17.2|16.6
2005|Black|Male and Female|Corpus|Mortality|2.7|3.3|3.0|490|20551032|2.2|2.6|2.4
2006|Black|Male and Female|Corpus|Incidence|19.7|21.0|20.4|3487|19892261|17.0|18.1|17.5
2006|Black|Male and Female|Corpus|Mortality|3.0|3.5|3.3|550|20840468|2.4|2.9|2.6
2006-2010|Black|Male and Female|Corpus|Incidence|21.2|21.8|21.5|19343|101095270|18.9|19.4|19.1
2006-2010|Black|Male and Female|Corpus|Mortality|2.9|3.1|3.0|2705|107202172|2.4|2.6|2.5
2007|Black|Male and Female|Corpus|Incidence|20.2|21.6|20.9|3822|21004567|17.6|18.8|18.2
2007|Black|Male and Female|Corpus|Mortality|3.0|3.6|3.3|563|21142428|2.4|2.9|2.7
2008|Black|Male and Female|Corpus|Incidence|20.9|22.2|21.5|4093|21301668|18.6|19.8|19.2
2008|Black|Male and Female|Corpus|Mortality|2.5|3.0|2.7|486|21446016|2.1|2.5|2.3
2009|Black|Male and Female|Corpus|Incidence|21.7|23.0|22.3|4362|21595024|19.6|20.8|20.2
2009|Black|Male and Female|Corpus|Mortality|2.7|3.2|3.0|551|21744516|2.3|2.8|2.5
2010|Black|Male and Female|Corpus|Incidence|21.2|22.5|21.8|4372|21630130|19.6|20.8|20.2
2010|Black|Male and Female|Corpus|Mortality|2.7|3.1|2.9|555|22028744|2.3|2.7|2.5
1999|Black|Male and Female|Corpus and Uterus, NOS|Incidence|18.4|20.0|19.2|2284|15244886|14.4|15.6|15.0
1999|Black|Male and Female|Corpus and Uterus, NOS|Mortality|6.4|7.3|6.8|987|18978030|4.9|5.5|5.2
2000|Black|Male and Female|Corpus and Uterus, NOS|Incidence|18.7|20.2|19.5|2484|16172431|14.8|16.0|15.4
2000|Black|Male and Female|Corpus and Uterus, NOS|Mortality|6.8|7.7|7.2|1060|19252974|5.2|5.8|5.5
2001|Black|Male and Female|Corpus and Uterus, NOS|Incidence|19.6|21.1|20.3|2822|17391752|15.6|16.8|16.2
2001|Black|Male and Female|Corpus and Uterus, NOS|Mortality|6.6|7.4|7.0|1046|19515524|5.0|5.7|5.4
2002|Black|Male and Female|Corpus and Uterus, NOS|Incidence|19.7|21.2|20.4|2875|17399413|15.9|17.1|16.5
2002|Black|Male and Female|Corpus and Uterus, NOS|Mortality|6.9|7.8|7.3|1119|19770726|5.3|6.0|5.7
2003|Black|Male and Female|Corpus and Uterus, NOS|Incidence|19.5|21.0|20.2|3083|18595410|16.0|17.2|16.6
2003|Black|Male and Female|Corpus and Uterus, NOS|Mortality|6.6|7.5|7.0|1107|20015421|5.2|5.9|5.5
2004|Black|Male and Female|Corpus and Uterus, NOS|Incidence|20.4|21.8|21.1|3407|19364831|17.0|18.2|17.6
2004|Black|Male and Female|Corpus and Uterus, NOS|Mortality|6.6|7.4|7.0|1114|20277329|5.2|5.8|5.5
2005|Black|Male and Female|Corpus and Uterus, NOS|Incidence|20.3|21.8|21.0|3476|19621613|17.1|18.3|17.7
2005|Black|Male and Female|Corpus and Uterus, NOS|Mortality|6.7|7.6|7.1|1180|20551032|5.4|6.1|5.7
2006|Black|Male and Female|Corpus and Uterus, NOS|Incidence|21.0|22.4|21.7|3713|19892261|18.1|19.3|18.7
2006|Black|Male and Female|Corpus and Uterus, NOS|Mortality|6.9|7.8|7.3|1240|20840468|5.6|6.3|5.9
2006-2010|Black|Male and Female|Corpus and Uterus, NOS|Incidence|22.6|23.2|22.9|20600|101095270|20.1|20.7|20.4
2006-2010|Black|Male and Female|Corpus and Uterus, NOS|Mortality|7.2|7.6|7.4|6627|107202172|6.0|6.3|6.2
2007|Black|Male and Female|Corpus and Uterus, NOS|Incidence|21.6|22.9|22.2|4070|21004567|18.8|20.0|19.4
2007|Black|Male and Female|Corpus and Uterus, NOS|Mortality|7.1|7.9|7.5|1295|21142428|5.8|6.5|6.1
2008|Black|Male and Female|Corpus and Uterus, NOS|Incidence|22.3|23.7|23.0|4356|21301668|19.8|21.1|20.4
2008|Black|Male and Female|Corpus and Uterus, NOS|Mortality|6.7|7.5|7.1|1286|21446016|5.7|6.3|6.0
2009|Black|Male and Female|Corpus and Uterus, NOS|Incidence|23.1|24.5|23.8|4646|21595024|20.9|22.1|21.5
2009|Black|Male and Female|Corpus and Uterus, NOS|Mortality|7.0|7.8|7.4|1369|21744516|6.0|6.6|6.3
2010|Black|Male and Female|Corpus and Uterus, NOS|Incidence|22.7|24.1|23.4|4667|21630130|21.0|22.2|21.6
2010|Black|Male and Female|Corpus and Uterus, NOS|Mortality|7.1|7.9|7.5|1437|22028744|6.2|6.9|6.5
1999|Black|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.5|0.4|102|29095797|0.3|0.4|0.4
2000|Black|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.6|0.5|132|30870633|0.4|0.5|0.4
2001|Black|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.5|0.4|116|33209571|0.3|0.4|0.3
2002|Black|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.5|0.4|117|33240128|0.3|0.4|0.4
2003|Black|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.6|0.5|152|35488969|0.4|0.5|0.4
2004|Black|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.6|0.5|169|36976337|0.4|0.5|0.5
2005|Black|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.6|0.5|162|37485070|0.4|0.5|0.4
2006|Black|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.5|0.4|130|38022899|0.3|0.4|0.3
2006-2010|Black|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.4|0.4|681|193411444|0.3|0.4|0.4
2007|Black|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.5|0.4|143|40168672|0.3|0.4|0.4
2008|Black|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.5|0.4|152|40754415|0.3|0.4|0.4
2009|Black|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.5|0.4|149|41327700|0.3|0.4|0.4
2010|Black|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.4|0.3|128|41418775|0.3|0.4|0.3
1999|Black|Male and Female|Digestive System|Incidence|109.9|112.9|111.4|21881|29095797|74.2|76.2|75.2
1999|Black|Male and Female|Digestive System|Mortality|66.2|68.3|67.3|16204|36173121|44.1|45.5|44.8
2000|Black|Male and Female|Digestive System|Incidence|109.8|112.7|111.2|23525|30870633|75.2|77.2|76.2
2000|Black|Male and Female|Digestive System|Mortality|65.3|67.3|66.3|16356|36728709|43.9|45.2|44.5
2001|Black|Male and Female|Digestive System|Incidence|107.7|110.5|109.1|25082|33209571|74.6|76.5|75.5
2001|Black|Male and Female|Digestive System|Mortality|64.3|66.3|65.3|16443|37249775|43.5|44.8|44.1
2002|Black|Male and Female|Digestive System|Incidence|108.4|111.1|109.7|25557|33240128|75.9|77.8|76.9
2002|Black|Male and Female|Digestive System|Mortality|63.3|65.3|64.3|16527|37748424|43.1|44.5|43.8
2003|Black|Male and Female|Digestive System|Incidence|109.4|112.0|110.7|28150|35488969|78.4|80.3|79.3
2003|Black|Male and Female|Digestive System|Mortality|62.3|64.3|63.3|16716|38209741|43.1|44.4|43.7
2004|Black|Male and Female|Digestive System|Incidence|107.3|109.9|108.6|29215|36976337|78.1|79.9|79.0
2004|Black|Male and Female|Digestive System|Mortality|60.2|62.1|61.2|16560|38738798|42.1|43.4|42.7
2005|Black|Male and Female|Digestive System|Incidence|105.8|108.3|107.0|29701|37485070|78.3|80.1|79.2
2005|Black|Male and Female|Digestive System|Mortality|59.8|61.7|60.7|16909|39280731|42.4|43.7|43.0
2006|Black|Male and Female|Digestive System|Incidence|104.4|106.8|105.6|30190|38022899|78.5|80.3|79.4
2006|Black|Male and Female|Digestive System|Mortality|58.4|60.2|59.3|17002|39857107|42.0|43.3|42.7
2006-2010|Black|Male and Female|Digestive System|Incidence|102.1|103.2|102.7|154998|193411444|79.7|80.5|80.1
2006-2010|Black|Male and Female|Digestive System|Mortality|57.3|58.0|57.7|88410|205188960|42.8|43.4|43.1
2007|Black|Male and Female|Digestive System|Incidence|103.4|105.8|104.6|32274|40168672|79.5|81.2|80.3
2007|Black|Male and Female|Digestive System|Mortality|57.7|59.5|58.6|17377|40451108|42.3|43.6|43.0
2008|Black|Male and Female|Digestive System|Incidence|102.9|105.2|104.1|33116|40754415|80.4|82.1|81.3
2008|Black|Male and Female|Digestive System|Mortality|57.0|58.8|57.9|17735|41048959|42.6|43.8|43.2
2009|Black|Male and Female|Digestive System|Incidence|100.0|102.3|101.1|33331|41327700|79.8|81.5|80.7
2009|Black|Male and Female|Digestive System|Mortality|55.6|57.3|56.5|17880|41632450|42.3|43.6|42.9
2010|Black|Male and Female|Digestive System|Incidence|96.1|98.2|97.2|32699|41418775|78.1|79.8|78.9
2010|Black|Male and Female|Digestive System|Mortality|55.3|57.0|56.2|18416|42199336|43.0|44.3|43.6
1999|Black|Male and Female|Endocrine System|Incidence|4.8|5.4|5.1|1234|29095797|4.0|4.5|4.2
1999|Black|Male and Female|Endocrine System|Mortality|0.7|0.9|0.8|222|36173121|0.5|0.7|0.6
2000|Black|Male and Female|Endocrine System|Incidence|5.4|5.9|5.6|1472|30870633|4.5|5.0|4.8
2000|Black|Male and Female|Endocrine System|Mortality|0.8|1.0|0.9|243|36728709|0.6|0.8|0.7
2001|Black|Male and Female|Endocrine System|Incidence|5.5|6.1|5.8|1649|33209571|4.7|5.2|5.0
2001|Black|Male and Female|Endocrine System|Mortality|0.8|1.0|0.9|239|37249775|0.6|0.7|0.6
2002|Black|Male and Female|Endocrine System|Incidence|5.7|6.3|6.0|1720|33240128|4.9|5.4|5.2
2002|Black|Male and Female|Endocrine System|Mortality|0.7|0.9|0.8|236|37748424|0.5|0.7|0.6
2003|Black|Male and Female|Endocrine System|Incidence|6.2|6.8|6.5|2022|35488969|5.5|6.0|5.7
2003|Black|Male and Female|Endocrine System|Mortality|0.6|0.8|0.7|196|38209741|0.4|0.6|0.5
2004|Black|Male and Female|Endocrine System|Incidence|6.5|7.1|6.8|2193|36976337|5.7|6.2|5.9
2004|Black|Male and Female|Endocrine System|Mortality|0.7|0.9|0.8|224|38738798|0.5|0.7|0.6
2005|Black|Male and Female|Endocrine System|Incidence|7.5|8.1|7.8|2543|37485070|6.5|7.1|6.8
2005|Black|Male and Female|Endocrine System|Mortality|0.8|1.0|0.9|273|39280731|0.6|0.8|0.7
2006|Black|Male and Female|Endocrine System|Incidence|7.2|7.8|7.5|2520|38022899|6.4|6.9|6.6
2006|Black|Male and Female|Endocrine System|Mortality|0.7|0.9|0.8|241|39857107|0.5|0.7|0.6
2006-2010|Black|Male and Female|Endocrine System|Incidence|8.3|8.6|8.5|14725|193411444|7.5|7.7|7.6
2006-2010|Black|Male and Female|Endocrine System|Mortality|0.8|0.9|0.9|1405|205188960|0.6|0.7|0.7
2007|Black|Male and Female|Endocrine System|Incidence|7.5|8.1|7.8|2771|40168672|6.6|7.2|6.9
2007|Black|Male and Female|Endocrine System|Mortality|0.8|1.0|0.9|279|40451108|0.6|0.8|0.7
2008|Black|Male and Female|Endocrine System|Incidence|8.3|9.0|8.7|3165|40754415|7.5|8.0|7.8
2008|Black|Male and Female|Endocrine System|Mortality|0.7|1.0|0.8|269|41048959|0.6|0.7|0.7
2009|Black|Male and Female|Endocrine System|Incidence|8.7|9.4|9.0|3377|41327700|7.9|8.5|8.2
2009|Black|Male and Female|Endocrine System|Mortality|0.9|1.1|1.0|320|41632450|0.7|0.9|0.8
2010|Black|Male and Female|Endocrine System|Incidence|8.9|9.5|9.2|3503|41418775|8.2|8.7|8.5
2010|Black|Male and Female|Endocrine System|Mortality|0.8|1.0|0.9|296|42199336|0.6|0.8|0.7
1999|Black|Male and Female|Esophagus|Incidence|7.2|8.0|7.6|1540|29095797|5.0|5.6|5.3
1999|Black|Male and Female|Esophagus|Mortality|6.2|6.9|6.5|1647|36173121|4.3|4.8|4.6
2000|Black|Male and Female|Esophagus|Incidence|7.2|8.0|7.6|1646|30870633|5.1|5.6|5.3
2000|Black|Male and Female|Esophagus|Mortality|6.1|6.8|6.4|1655|36728709|4.3|4.7|4.5
2001|Black|Male and Female|Esophagus|Incidence|6.7|7.4|7.0|1674|33209571|4.8|5.3|5.0
2001|Black|Male and Female|Esophagus|Mortality|6.1|6.7|6.4|1688|37249775|4.3|4.8|4.5
2002|Black|Male and Female|Esophagus|Incidence|6.3|6.9|6.6|1588|33240128|4.5|5.0|4.8
2002|Black|Male and Female|Esophagus|Mortality|5.6|6.2|5.9|1589|37748424|4.0|4.4|4.2
2003|Black|Male and Female|Esophagus|Incidence|6.3|7.0|6.6|1740|35488969|4.7|5.1|4.9
2003|Black|Male and Female|Esophagus|Mortality|5.4|6.0|5.7|1591|38209741|4.0|4.4|4.2
2004|Black|Male and Female|Esophagus|Incidence|5.9|6.5|6.2|1710|36976337|4.4|4.8|4.6
2004|Black|Male and Female|Esophagus|Mortality|5.1|5.6|5.4|1527|38738798|3.7|4.1|3.9
2005|Black|Male and Female|Esophagus|Incidence|5.5|6.1|5.8|1665|37485070|4.2|4.7|4.4
2005|Black|Male and Female|Esophagus|Mortality|4.7|5.3|5.0|1468|39280731|3.5|3.9|3.7
2006|Black|Male and Female|Esophagus|Incidence|5.3|5.8|5.5|1627|38022899|4.1|4.5|4.3
2006|Black|Male and Female|Esophagus|Mortality|4.5|5.0|4.8|1452|39857107|3.5|3.8|3.6
2006-2010|Black|Male and Female|Esophagus|Incidence|4.9|5.2|5.1|7847|193411444|4.0|4.1|4.1
2006-2010|Black|Male and Female|Esophagus|Mortality|4.3|4.5|4.4|7132|205188960|3.4|3.6|3.5
2007|Black|Male and Female|Esophagus|Incidence|5.2|5.7|5.4|1726|40168672|4.1|4.5|4.3
2007|Black|Male and Female|Esophagus|Mortality|4.4|4.9|4.7|1453|40451108|3.4|3.8|3.6
2008|Black|Male and Female|Esophagus|Incidence|4.8|5.3|5.1|1645|40754415|3.8|4.2|4.0
2008|Black|Male and Female|Esophagus|Mortality|4.2|4.7|4.5|1432|41048959|3.3|3.7|3.5
2009|Black|Male and Female|Esophagus|Incidence|4.6|5.1|4.8|1630|41327700|3.8|4.1|3.9
2009|Black|Male and Female|Esophagus|Mortality|3.8|4.3|4.1|1358|41632450|3.1|3.4|3.3
2010|Black|Male and Female|Esophagus|Incidence|4.4|4.9|4.6|1601|41418775|3.7|4.1|3.9
2010|Black|Male and Female|Esophagus|Mortality|4.0|4.4|4.2|1437|42199336|3.2|3.6|3.4
1999|Black|Male and Female|Eye and Orbit|Incidence|0.2|0.3|0.2|61|29095797|0.2|0.3|0.2
1999|Black|Male and Female|Eye and Orbit|Mortality|~|~|~|~|36173121|~|~|~
2000|Black|Male and Female|Eye and Orbit|Incidence|0.2|0.3|0.3|80|30870633|0.2|0.3|0.3
2000|Black|Male and Female|Eye and Orbit|Mortality|0.0|0.1|0.1|16|36728709|0.0|0.1|0.0
2001|Black|Male and Female|Eye and Orbit|Incidence|0.2|0.3|0.2|75|33209571|0.2|0.3|0.2
2001|Black|Male and Female|Eye and Orbit|Mortality|~|~|~|~|37249775|~|~|~
2002|Black|Male and Female|Eye and Orbit|Incidence|0.2|0.3|0.3|84|33240128|0.2|0.3|0.3
2002|Black|Male and Female|Eye and Orbit|Mortality|~|~|~|~|37748424|~|~|~
2003|Black|Male and Female|Eye and Orbit|Incidence|0.2|0.3|0.2|88|35488969|0.2|0.3|0.2
2003|Black|Male and Female|Eye and Orbit|Mortality|~|~|~|~|38209741|~|~|~
2004|Black|Male and Female|Eye and Orbit|Incidence|0.2|0.3|0.3|96|36976337|0.2|0.3|0.3
2004|Black|Male and Female|Eye and Orbit|Mortality|~|~|~|~|38738798|~|~|~
2005|Black|Male and Female|Eye and Orbit|Incidence|0.2|0.3|0.3|94|37485070|0.2|0.3|0.3
2005|Black|Male and Female|Eye and Orbit|Mortality|~|~|~|~|39280731|~|~|~
2006|Black|Male and Female|Eye and Orbit|Incidence|0.2|0.3|0.2|80|38022899|0.2|0.3|0.2
2006|Black|Male and Female|Eye and Orbit|Mortality|~|~|~|~|39857107|~|~|~
2006-2010|Black|Male and Female|Eye and Orbit|Incidence|0.2|0.3|0.2|471|193411444|0.2|0.3|0.2
2006-2010|Black|Male and Female|Eye and Orbit|Mortality|0.0|0.0|0.0|44|205188960|0.0|0.0|0.0
2007|Black|Male and Female|Eye and Orbit|Incidence|0.2|0.3|0.2|91|40168672|0.2|0.3|0.2
2007|Black|Male and Female|Eye and Orbit|Mortality|~|~|~|~|40451108|~|~|~
2008|Black|Male and Female|Eye and Orbit|Incidence|0.2|0.3|0.3|113|40754415|0.2|0.3|0.3
2008|Black|Male and Female|Eye and Orbit|Mortality|~|~|~|~|41048959|~|~|~
2009|Black|Male and Female|Eye and Orbit|Incidence|0.2|0.3|0.2|97|41327700|0.2|0.3|0.2
2009|Black|Male and Female|Eye and Orbit|Mortality|~|~|~|~|41632450|~|~|~
2010|Black|Male and Female|Eye and Orbit|Incidence|0.2|0.3|0.2|100|41418775|0.2|0.3|0.2
2010|Black|Male and Female|Eye and Orbit|Mortality|~|~|~|~|42199336|~|~|~
1999|Black|Male and Female|Female Breast|Incidence|115.6|119.4|117.5|14573|15244886|94.0|97.2|95.6
1999|Black|Male and Female|Female Breast|Mortality|34.3|36.2|35.2|5358|18978030|27.5|29.0|28.2
2000|Black|Male and Female|Female Breast|Incidence|112.3|115.9|114.1|15247|16172431|92.8|95.8|94.3
2000|Black|Male and Female|Female Breast|Mortality|33.4|35.3|34.4|5361|19252974|27.1|28.6|27.8
2001|Black|Male and Female|Female Breast|Incidence|111.8|115.3|113.6|16472|17391752|93.3|96.2|94.7
2001|Black|Male and Female|Female Breast|Mortality|33.6|35.5|34.5|5506|19515524|27.5|29.0|28.2
2002|Black|Male and Female|Female Breast|Incidence|114.5|118.0|116.2|17098|17399413|96.8|99.8|98.3
2002|Black|Male and Female|Female Breast|Mortality|33.2|35.1|34.1|5572|19770726|27.4|28.9|28.2
2003|Black|Male and Female|Female Breast|Incidence|112.6|115.9|114.2|18230|18595410|96.6|99.5|98.0
2003|Black|Male and Female|Female Breast|Mortality|33.2|35.0|34.1|5695|20015421|27.7|29.2|28.5
2004|Black|Male and Female|Female Breast|Incidence|112.0|115.3|113.7|19112|19364831|97.3|100.1|98.7
2004|Black|Male and Female|Female Breast|Mortality|31.4|33.2|32.3|5541|20277329|26.6|28.1|27.3
2005|Black|Male and Female|Female Breast|Incidence|111.6|114.8|113.2|19485|19621613|97.9|100.7|99.3
